name,amenity,email,phone,website,instagram,address,neighborhood
"Mudville 9","pub","","+1-212-964-9464","https://www.mudville9.com/","","",""
"Mulligan's Pub","pub","","+1-212-286-0207","https://www.mulligansnyc.com","","267 Madison Avenue",""
"Murphy's Law","pub","","+1-212-628-3724","https://murphyslawnyc.wordpress.com","","417 East 70th Street",""
"Music For a While","bar","","+19177838582","https://musicforawhile.nyc","","518 West 27th Street","New York"
"Nancy's Whiskey Pub","pub","","+1 212 2269943","http://nancywhiskeypub.com/","","1 Lispenard Street",""
"Nelly Spillanes","pub","","+12127929673","http://www.nellyspillanes.com","","",""
"New York Beer Dispensary","bar","","+13474032555","https://www.nybeerdispensary.com/","","223 West 14th Street",""
"New York Comedy Club","bar","","+1-973-222-7422","https://newyorkcomedyclub.com","","236 West 78th Street","New York"
"Niagara","bar","","+1-212-420-9517","https://www.niagaranyc.com/","","112 Avenue A","New York"
"Nicky's Unisex","bar","","","https://www.instagram.com/nickysunisex","","90 South 4th st","Brooklyn"
"Night of Joy","bar","","","https://nightofjoybar.com","","667 Lorimer Street",""
"No Bull NYC","bar","","+1-646-593-0662","https://www.facebook.com/NOBULLnyc/","","1059 Flushing Avenue",""
"NºBetween","bar","","+1 347-542-8627","https://www.nbetween.bar/","nbetween.bar","443 West 15th Street",""
"Northern Bell","bar","","+1 718 388 9040","http://www.northernbellny.com/","https://www.instagram.com/northernbellnyc/","612 Metropolitan Avenue","Brooklyn"
"Nowhere","bar","","+1-212-477-4744","https://www.nowherebarnyc.com/","","322 East 14th Street","New York"
"Nu Hotel Bar & Lounge","bar","","+1-718-852-8585","https://www.nuhotelbrooklyn.com/brooklyn-restaurants/","","85 Smith Street",""
"Nurse Bettie","bar","","+1-212-477-7515","https://www.nursebettie.com","","106 Norfolk Street","New York"
"O'Donoghue's","pub","","","https://odpubnyc.com/","","",""
"Oculus Beer Garden","biergarten","","","https://www.officialworldtradecenter.com/beergarden","","33 Vesey Street","New York"
"Old Castle","pub","","","http://www.oldcastlepub.com/","","160 West 54th Street","New York"
"Old Flings","bar","","","https://oldflingsnyc.com","","25 Avenue A",""
"Old Man Hustle Comedy Bar","pub","","+1-212-253-7747","https://www.oldmanhustle.com/","","39 Essex Street","New York"
"Old Stanley's","bar","","+1-917-893-9344","https://www.facebook.com/Oldstanleysbar/","","226 Wyckoff Avenue","Brooklyn"
"One and One","bar","","+1-212-598-9126","https://www.oneandonenyc.com","","76 East 1st Street","New York"
"One Stop Beer Shop","bar","","+1-718-599-0128","http://www.onestopbeershopny.com","","134 Kingsland Avenue","Brooklyn"
"Opera House","bar","","+1-646-355-8693","https://www.operahouse.nyc/","","5 Doyers Street",""
"Orient Express","bar","","+1-212-691-8845","https://orientexpressnyc.com/","","325 West 11th Street",""
"Orion Bar","bar","","","https://www.orion-bar.com/","","157 Suydam Street",""
"Ornithology Jazz Club","bar","","+1-917-231-4766","https://www.ornithologyjazzclub.com/","","6 Suydam Street",""
"OTB","bar","","","https://otbbk.com/","","141 Broadway",""
"Other Half Brewing Company","pub","","","https://otherhalfbrewing.com/location/domino-park/","","34 River Street","Brooklyn"
"Otto's Shrunken Head Tiki Bar","bar","","+1-212-228-2240","https://www.ottosshrunkenhead.com/","","538 East 14th Street","New York"
"P.J. Moran's","pub","","+1 212-753-6444","https://www.pjmorans.com/","","3 East 48th Street","New York"
"Paddy Maguire's","pub","","+1-212-253-0031","https://www.paddymaguiresnyc.com/","","237 3rd Avenue",""
"Paddy Reilly's","pub","","+1-212-686-1210","https://paddyreillysmusicbar.us","","519 2nd Avenue","New York"
"Paint 'N Pour","bar","","+1 212-804-7037","https://www.paintnpournyc.com/locations/lower-east-side","","53 Delancey Street","New York"
"Paradise Lost","bar","","","https://www.paradiselost.nyc","","",""
"Park Slope Ale House","pub","","+1-718-788-1756","https://www.parkslopealehouse.com","","356 6th Avenue",""
"Pasiones Sports Bar","bar","","+1 718-813-9736","https://pasiones-bar.edan.io/","","40-04 69th Street","Woodside"
"Pearl's Social & Billy Club","bar","","+1-347-627-9985","https://pearlssocial.com/","","40 Saint Nicholas Avenue",""
"Peculier Pub","pub","","+1-212-353-1327","http://www.peculierpub.com/","","145 Bleecker Street","New York"
"Pete's Candy Store","bar","","+1-718-302-3770","https://www.petescandystore.com","","",""
"PHD Terrace","bar","","","https://taogroup.com/venues/phd-lounge-new-york/","","210 West 55th Street",""
"Phebes","pub","","","https://www.phebesnyc.com/","","359 Bowery","New York"
"Pine Box Rock Shop","bar","","+1-718-366-6311","https://www.pineboxrockshop.com/","","12 Grattan Street",""
"Pioneers Bar NYC","bar","","+1-212-714-2222","https://www.pioneersbar.com/","","138 West 29th Street",""
"Playwright Irish Pub","pub","","+1-212-268-8868","https://www.playwrightirishpubnyc.com","","",""
"Please Don't Tell","bar","","+1-212-614-0386","https://www.pdtnyc.com/","","113 Saint Mark's Place","New York"
"Plug Uglies","bar","","","https://www.plugugliesnyc.com/","","1495 1st Avenue",""
"Plug Uglies","bar","","+1-212-780-1944","https://www.plugugliesnyc.com","","",""
"Pocket Bar","bar","","","https://www.pocketbarnyc.com/","","455 West 48th Street","New York"
"Posh Pass NYC","bar","","","http://poshpassnyc.com","","400th West 20th St., Suite 2N",""
"Pretty Ricky's","bar","","+1-646-429-3957","https://www.prettyrickys.com/","","101 Rivington Street","New York"
"Printers Alley","bar","","+1-212-419-2770","https://www.printersalleynyc.com","","",""
"Prohibition","bar","","+1-212-579-3100","https://prohibitionny.com","","503 Columbus Avenue",""
"Proletariat","bar","","+1-833-328-4588","https://www.proletariatny.com/","proletariatny","21 East 7th Street",""
"Prospect Bar & Grill","pub","","+1-347-599-1087","https://prospectbarandgrill.com","","",""
"PubKey","bar","","+1 305 773 4249","https://pubkey.bar/","pubkey.nyc","85 Washington Place","New York"
"Punch Bar & Grill","bar","","+1-212-673-6333","https://www.punchrestaurant.com","","913 Broadway","New York"
"Putnam's Pub & Cooker","pub","","","https://putnamspub.com/","","",""
"Queue Beer","bar","","+1-347-599-2224","https://www.queue.beer","","",""
"Radio Kwara","bar","","","https://www.radiokwarabk.com","","291 Greene Avenue",""
"Randolph Beer DUMBO","pub","","+1-646-383-3623","https://www.randolphbeer.com/","","82 Prospect Street",""
"Randolph's Bar & Lounge","bar","","","https://www.randolphsnewyork.com/","","65 West 54th Street","New York"
"Rattle n Hum","pub","","+1 212 481 1586","http://www.rattlenhumbarnyc.com/home","","14 East 33rd Street","New York"
"Ray's","bar","","","https://www.raysbarnyc.com/location/les/","","177 Chrystie Street","New York"
"Ray's","bar","","","https://www.raysbarnyc.com","","905 Lorimer Street","Brooklyn"
"Rebecca's","bar","","+1-347-240-9899","https://www.rebeccasbar.com","","610 Bushwick Avenue",""
"Redd's Tavern","bar","","","https://reddsbrooklyn.com","","",""
"Rialto Grande","bar","","","https://www.rialtogrande.com","","",""
"Rodeo","bar","","","https://www.rodeobrooklyn.com/","","1134 President Street","Brooklyn"
"Roebling Sporting Club","bar","","+1-718-388-3088","https://www.roeblingsportingclub.com/","","225 North 8th Street","Brooklyn"
"Rose Gold Cocktail Lounge","bar","","+1-718-821-2580","https://www.residentadvisor.net/profile/rosegoldbk","","96 Morgan Avenue","Brooklyn"
"Rosie O'Grady's Saloon","pub","","","https://www.rosieogradys.com/","","800 7th Avenue","New York"
"Rosie Pizza Bar","bar","","+1-718-440-4369","https://www.rosiepizzabar.com","","",""
"RT60 Rooftop Bar & Lounge","bar","","+1-212-970-1270","https://hotel.hardrock.com/new-york/rt60-rooftop-bar.aspx","","159 West 48th Street","New York"
"Rudy's Bar & Grill","bar","","+1-646-707-0890","https://rudysbarnyc.com","","627 9th Avenue","New York"
"Runner Up","bar","","","https://www.winner.nyc/runner-up","","499 11th Street","Brooklyn"
"Rustik Tavern","pub","","","https://www.rustiktavern.com/brooklyn-navy-yard","","",""
"Ruth","bar","","","https://www.ruthonflatbush.com","","",""
"Ryan Maguire’s","pub","","","https://ryanmaguiresalehouse.com/","","28 Cliff Street","New York"
"Saint Eves","bar","","","https://saintevesbar.com","","471 12th Street",""
"Sakagura","bar","","+1 212-953-7253","https://www.sakagura.com/","","211 East 43rd Street","New York"
"Sake Bar Asoko","bar","","+1 310-555-5555","https://www.sakebarasoko.com/","","127 East Broadway",""
"Salud bar & grill","bar","","","https://saludbargrill.com/","","1413 Bushwick Avenue",""
"San Pedro Inn","pub","","+1-718-576-3916","https://sanpedroinn.com","","320 Van Brunt Street",""
"Sandy Jack's","bar","","","https://sandyjacks.com","","",""
"Sauced","bar","","+13476956286","https://www.saucedbklyn.com","","47 2nd Avenue","New York"
"Sauced","bar","","+1-347-695-6286","https://www.saucedbklyn.com/","","331 Bedford Avenue","Brooklyn"
"Scarlet Lounge","bar","","","https://scarletloungenyc.com/","","468 Amsterdam Avenue","New York"
"Schmuck","bar","","+1-917-797-2602","https://www.schmucknyc.com/","schmuckordie","97 1st Avenue",""
"Secret Pour","bar","","+1-718-484-0548","https://www.secretpour.com/","","1114 DeKalb Avenue",""
"Seeyamañana","bar","","+1 917-374-1682","https://www.seeyamanananyc.com/","seeyamanana","49 West 27th Street",""
"Seven Sins","bar","","+1-646-649-2389","https://www.sevensinsnyc.com","","",""
"Shaken Not Stirred","bar","","+1-404-641-1973","https://www.shakennotstirrednyc.com","","1113 1st Avenue","New York"
"Shillelagh Tavern","bar","","","https://www.shillelaghtavern.com","","47-22 30th Avenue","Astoria"
"Shy Shy","bar","","","https://www.shyshynyc.com/","","169 8th Avenue",""
"Sid Gold's Request Room","bar","","+1-212-229-1948","https://sidgolds.com","","",""
"SideBAR","bar","","+1-212-677-2900","https://www.sidebarny.com/","","118 East 15th Street",""
"Sincerely, Ophelia","bar","","","https://www.sincerelyophelianyc.com","","",""
"Skin Contact","bar","","+1-212-933-9398","https://skincontact.nyc","","76 Orchard Street","New York"
"Skylark","bar","","+1-347-227-8196","https://www.skylarkbarbrooklyn.com","","477 5th Avenue",""
"Slainte","pub","","+1-212-253-7030","https://slaintenbarnyc.com","","304 Bowery","New York"
"Slatterlys Midtown Pub","pub","","+1-212-683-6444","https://slatterysmidtownpub.com","","",""
"Snowdonia","pub","","+1 347 730 5783","https://snowdonia.nyc/","https://www.instagram.com/snowdonianyc/","34-55 32nd Street","Astoria"
"Soho Room","pub","","+1-212-334-3855","https://www.sohoroomnyc.com/","","203 Spring Street","New York"
"Solas","bar","","+1-212-375-0297","https://www.solasbar.com","","232 East 9th Street","New York"
"Solid State","bar","","","https://solidstatenyc.com/","","",""
"Someday","bar","","+1-929-480-8454","https://www.somedaybarnyc.com","","",""
"Sour Mouse","bar","","","https://www.sourmousenyc.com/","","110 Delaney Street",""
"Spring Lounge","bar","","+1-212-965-1774","https://thespringlounge.com","","48 Spring Street","New York"
"Spritzenhaus","bar","","+1 347 987-4632","https://www.spritzenhaus33.com/","","33 Nassau Avenue","Brooklyn"
"St. James Gate","pub","","","http://stjamesgatenyc.com/","","441 Amsterdam Avenue","New York"
"Starlight Tavern","bar","","+1-718-486-3700","https://www.thestarlighttavern.com","","",""
"Starr Bar","bar","","+1-718-821-1100","https://starrbar.com/","https://www.instagram.com/StarrBarBK","214 Starr Street","Brooklyn"
"Stars","bar","","","https://www.stars-ny.com","","139 East 12th Street","New York"
"Stonewall Inn","bar","","","https://thestonewallinnnyc.com/","","53 Christopher Street","New York"
"Storehouse","bar","","","https://www.thestorehousenyc.com/","","757 6th Avenue","New York"
"Stout NYC","pub","","+1-212-629-6191","http://msg.stoutnyc.com/","","133 West 33rd Street",""
"Strong Rope Brewery - Red Hook","bar","","","https://www.strongropebrewery.com/red-hook","","",""
"Subject","bar","","+1-646-422-7898","https://www.subject-les.com/","","188 Suffolk Street","New York"
"Sugar Mouse","bar","","","https://www.sugarmousenyc.com","","47 3rd ave",""
"Sundays Well","pub","","+1-646-707-3190","https://www.sundayswellnyc.com","","",""
"Sunswick","bar","","","https://www.sunswick3535bar.com/","","35-02 35th Street",""
"Super Power","bar","","+1-718-484-0020","https://www.superpowerbrooklyn.com/","","",""
"Superbueno","bar","","+1-347-866-7739","https://superbuenonyc.com","","13 1st Avenue","New York"
"Sweet Linda","bar","","+1-929-494-1794","https://sweetlindanyc.com","","",""
"Sweet Spot Sporting Lounge & Bar","bar","","+1 718-777-7475","https://sweetspotastoria.com/","sweetspotastoria","22-72 31st Street",""
"Talea","bar","","+1-212-320-3716","https://www.taleabeer.com/pages/visit-us#west-village-taproom","","102 Christopher Street",""
"Talea Beer Co.","bar","","+1-716-466-2126","https://www.taleabeer.com/location/talea-cobble-hill/","","",""
"Talon Bar","bar","","+1-718-366-3192","https://www.talonbar.com/","","220 Wyckoff Avenue",""
"Tavern29","pub","","","https://tavern29.com/","","",""
"Ted's Corner Tavern","pub","","","https://www.tedscornertavern.com","","523 3rd Avenue",""
"Tempest Bar","bar","","+1 212-643-1502","https://www.tempestbarnyc.com","","407 8th Avenue","New York"
"Ten Bells","bar","","+1 212-228-4450","https://tenbellsnyc.com","","247 Broome Street","New York"
"Terra Blues","bar","","+1-212-777-7776","https://www.terrablues.com/","","149 Bleecker Street",""
"The Adirondack","pub","","+1-718-871-0100","http://www.theadirondackbar.com","","",""
"The Armory","bar","","+1-929-337-8476","https://www.thearmorybk.com","","149 4th Avenue",""
"The Bar at Baccarat Hotel","bar","","+1 212-790-8867","https://www.baccarathotels.com/dining/bar","","28 West 53rd Street","New York"
"The Belfry","bar","","+1-212-473-6590","https://belfrynyc.com","","",""
"The Boiler Room","bar","","","https://www.theboilerroomnyc.com/","","86 East 4th Street","New York"
"The Bonnie","bar","","+1 718 274 2105","https://www.thebonnie.com/","","29-12 23rd Avenue","Astoria"
"The Bravest","pub","","+1-212-683-3766","https://www.thebravestnyc.com/","https://instagram.com/bravestnyc/","700 2nd Avenue","New York"
"The Brazen Head","pub","","+1-718-488-0430","https://brazenheadbrooklyn.com/","","",""
"The Brew Inn","bar","","+1-718-564-7155","https://www.instagram.com/the_brew_inn","","924 Manhattan Avenue","Brooklyn"
"The Broadway","bar","","+1-347-365-9861","https://www.thebroadway.nyc/","","1272 Broadway",""
"The Broken Shaker","bar","","+1-212-475-1920","https://www.brokenshaker.com/location/new-york-hours-and-location/","https://www.instagram.com/brokenshaker/","23 Lexington Avenue","New York"
"The Buttery Bar","bar","","","https://butterybar.com","","152 Driggs Avenue","Brooklyn"
"The Cabinet","bar","","+1-347-866-7739","https://www.thecabinetnyc.com","","649 East 9th Street",""
"The Campbell Bar","bar","","+1-212-297-1781","https://www.thecampbellnyc.com/","","15 Vanderbilt Avenue",""
"The Churchill Tavern","pub","","+1-646-922-7744","https://thechurchillny.com","","45 East 28th Street",""
"The Clonard","pub","","+1-347-889-7793","https://www.theclonard.com","","",""
"The Cock","bar","","","https://thecockbar.com/","","93 2nd Avenue","New York"
"The Commissioner","pub","","+1-347-689-3968","https://www.thecommissionerbk.com/","","",""
"The Cooper Still","pub","","","https://www.thecopperstillnyc.com/","","206 West 22nd Street","New York"
"The Copper Still","pub","","","https://www.thecopperstillnyc.com","","151 2nd Avenue",""
"The Craic","pub","","+1 347 384 2772","http://thecraicbrooklyn.com/","","488 Driggs Avenue","Brooklyn"
"The Crooked Knife","pub","","+1-212-696-4104","https://thecrookedknife.com/2avenue/","","540 2nd Avenue",""
"The Crown","bar","","+1-646-630-8057","https://www.thecrownnyc.com","","50 Bowery",""
"The Dead Poet","pub","","","http://www.thedeadpoet.com/","","450 Amsterdam Avenue","New York"
"The Dead Rabbit","pub","","+1-646-422-7906","https://www.deadrabbitnyc.com/","","",""
"The Ditty","bar","","","https://thedittybar.com/","","35-03 Ditmars Boulevard",""
"The Domino Room","bar","","","https://www.thedominoroom.com","","1640 2nd Avenue",""
"The Elgin","pub","","+1-212-221-2100","https://www.elginnyc.com","","",""
"The Empire Rooftop","bar","","+1-212-265-2600","https://www.theempirerooftop.com/","","44 West 63rd Street","New York"
"The Flatiron Room","bar","","+1-212-725-3860","https://www.theflatironroom.com","","37 West 26th Street",""
"The Fleur Room","bar","","","http://moxy-hotels.marriott.com/nyc/chelsea/the-fleur-room/","","West 28th Street","New York"
"The Fly","bar","","","https://theflybrooklyn.com","","549 Classon Avenue",""
"The Folly","pub","","+1-646-726-4740","https://www.follynyc.com/","","92 West Houston Street",""
"The Four-Faced Liar","bar","","","https://www.thefour-facedliar.com","","165 West 4th Street",""
"The Garden at Studio Square","bar","","+1-718-383-1001","https://www.studiosquarebeergarden.com/","","35-33 36th Street","Long Island City"
"The Garret","bar","","","https://www.thegarretwest.com","","296 Bleecker Street",""
"The Gate","bar","","+1-718-768-4329","https://thegatebrooklyn.getbento.com","","321 5th Avenue",""
"The Gibson","pub","","","https://www.thegibsonnyc.com/","","108 Bedford Avenue",""
"The Gin Mill","bar","","+1 212-580-9080","http://theginmill.eatdrinkandbemerry.com","","442 Amsterdam Avenue","New York"
"The Globe","pub","","+1-212-477-6161","https://www.theglobeny.com","","",""
"The Grand Delancey","bar","","+1 332-456-0130","https://www.thegranddelancey.com/","","115 Delancey Street","New York"
"The Great Georgiana","bar","","","https://www.thegreatgeorgiana.com","","248 DeKalb Avenue",""
"The Half King","pub","","","http://www.thehalfking.com/","","505 West 23rd Street",""
"The Half Pint","pub","","+1-212-260-1088","https://www.thehalfpintnyc.com/","","76 West 3rd Street",""
"The Headless Horseman","pub","","+1-212-777-5101","http://headlesshorsemannyc.com/","","119 East 15th Street",""
"The Holler","bar","","+1-917-966-5723","https://www.thehollernyc.com","","",""
"The Hop Shop","bar","","+1-718-852-2184","https://www.thehopshopbrooklyn.com/","","",""
"The Hunterian","bar","","","https://thehunterianues.com","","413 East 70th Street",""
"The Irish Pub","pub","","","http://www.theirishpubnyc.com/","","837 7th Avenue","New York"
"The Irish Rover","bar","","+1-718-278-9372","http://www.irishrovernyc.com/","","37-18 28th Avenue","Astoria"
"The Junction","pub","","+1-212-682-7700","https://www.thejunctionnyc.com","","",""
"The Keep","bar","","+1-718-381-0400","https://www.thekeepny.com/","","205 Cypress Avenue","Ridgewood"
"The Last Call","bar","","","https://www.thelastcallbk.com","","",""
"The Last Word","bar","","","https://www.tlwcocktailbar.com/","","",""
"The Less Dead","bar","","+1-718-387-5410","https://kingstavernny.com","","949 Grand Street","Brooklyn"
"The Little Pig","bar","","+1-718-954-9901","https://www.thelittlepigbk.com","","",""
"The Little Whiskey","pub","","+1-718-366-4600","https://thelittlewhiskey.com/","","36 Wilson Avenue",""
"The Lobby","bar","","","https://acehotel.com/brooklyn/eat-drink/the-lobby/","","",""
"The Long Pour","pub","","+1-646-822-8270","https://www.thelongpour.com","","2nd Avenue",""
"The Lowery","bar","","+1 929-208-0054","https://theloweryqueens.com/","thelowerybar","43-02 43rd Avenue",""
"The Mayfly","bar","","+1 646-449-8435","https://themayflynyc.com/","","269 East Houston Street","New York"
"The Mean Fiddler","pub","","","https://www.themeanfiddlernyc.com/","","266 West 47th Street","New York"
"The Molly Wee Pub","pub","","","https://themollywee.com/","","402 8th Avenue","New York"
"The Monro","pub","","+1-718-499-2005","https://www.monropub.com","","481 5th Avenue",""
"The Monster","bar","","","https://www.monsterbarnyc.com/","","80 Grove Street",""
"The Naked Pig","bar","","+1 917-261-7644","https://www.thenakedpignyc.com/","thenakedpignyc","922 3rd Avenue",""
"The Owl Farm","pub","","+1-718-499-4988","https://www.theowlfarm.com","","",""
"The Pennsy Bar","bar","","","http://www.thepennsy.nyc/pennsy-bar-nyc/","","2 Pennsylvania Plaza","New York"
"The Penny Farthing","pub","","+1-212-387-7300","https://thepennyfarthingnyc.com","","103 3rd Avenue",""
"The Perfect Pint","pub","","+1 212-867-8159","https://theperfectpintnyc.com/east-midtown-nyc/","","203 East 45th Street","New York"
"The Place Pizzeria & Bar","bar","","+17183831900","http://www.theplacepizzeriabar.com","","269 Norman Avenue",""
"The Press Lounge - Rooftop","bar","","","https://www.thepresslounge.com/","","653 West 48th Street",""
"The Raines Law Room","bar","","","https://www.raineslawroom.com","","48 West 17th Street","New York"
"The Red Hook Winery","bar","","+1-347-689-2432","https://www.redhookwinery.com","","175 Van Dyke Street",""
"The Ricky","bar","","+1-646-756-2054","https://taogroup.com/venues/the-rickey-cocktail-lounge-new-york/","","210 West 55th Street",""
"The Roof","bar","","+12127078008","https://www.theroofny.com/","","124",""
"The Rose","bar","","","https://www.thechelseannewyork.com/cocktail-bars-chelsea-nyc","","160 West 25th Street","New York"
"The Royal Palms Shuffleboard Club","bar","","+1-347-223-4410","https://www.royalpalmsbrooklyn.com","","514 Union Street","Brooklyn"
"The Sampler Bushwick","bar","","+1-718-552-2330","https://thesamplerbk.com/","","234 Starr Street","Brooklyn"
"The Seneca","bar","","+1-347-599-0010","http://thesenecanyc.com/","","582 Seneca Avenue",""
"The Shakespeare","pub","","","https://www.theshakespearenyc.com/","","24 East 39th Street","New York"
"The Skinny Bar","bar","","+1 212-228-3668","http://theskinny-nyc.com/","","174 Orchard Street","New York"
"The Storehouse","bar","","+1 212 243 8898","https://www.thestorehousenyc.com/","","69 West 23rd Street","New York"
"The Summit","bar","","","https://www.thesummitbarandcafe.com","","",""
"The Terrace","pub","","+1-347-476-2401","https://theterracenyc.com","","",""
"The Three Monkeys","bar","","+1-212-586-2080","https://www.thethreemonkeysbar.com/","","236 West 54 Street",""
"The Throwback","bar","","","https://thethrowbacknyc.com","","710 Amsterdam Avenue","New York"
"The Tippler","bar","","+1 212 2060000","https://www.thetippler.com/","","425 West 15th Street","New York"
"The Well","bar","","+1-347-338-3612","https://www.thewellbrooklyn.com/","","272 Meserole Street",""
"The Westbury Inn","pub","","+1-929-454-7848","http://www.westburyinnbar.com","","",""
"The Whiskey","bar","","","https://thewhiskeyog.com","","",""
"The White Horse Tavern","pub","","+1-212-668-9046","https://www.whitehorsetavernny.com","","",""
"The Winslow","pub","","+1-212-777-7717","https://thewinslownyc.com","","243 East 14th Street","New York"
"The Wolfe","pub","","+1-646-876-1004","https://www.thewolfenyc.com/","","425 Amsterdam Avenue","New York"
"The Woo Woo","bar","","","https://thewoowoonyc.com/","","266 West 47th Street",""
"The Woods","bar","","","https://www.thewoodsbk.com/","","48 South 4th Street","Brooklyn"
"The World Bar","bar","","","http://www.hospitalityholdings.com/#/establishments/the_world_bar","","",""
"Therapy Wine Bar","bar","","","https://www.therapywinebar.nyc/","","",""
"Third Avenue Ale House","pub","","+1 646-559-9131","https://www.thirdavealehousenyc.com/","3rdavealehouse","1644 3rd Avenue",""
"Threes Brewing","pub","","+1-731-333-3430","https://threesbrewing.com/pages/greenpoint","","113 Franklin Street","Brooklyn"
"Threes Brewing","pub","","+1 718 522 2110","https://www.threesbrewing.com","","333 Douglass Street",""
"Tigre","bar","","+1 646-951-2780","https://www.tigrenyc.com","","105 Rivington Street","New York"
"Tiki Chick","bar","","","https://www.tikichick.com/","","517 Amsterdam Avenue","New York"
"Tilly's","pub","","","https://tillysbklyn.com","","1223 Bedford Avenue",""
"Tiltz","bar","","+1-718-418-4589","https://www.tiltzny.com","","942 Flushing Avenue",""
"Tír na nÓg","pub","","+1 212-630-0249","https://www.tirnanognyc.com/penn_station/home","","254 West 31st Street",""
"TLounge","bar","","","https://tlounge.nyc/","https://www.instagram.com/tlounge_nyc_trans_bar","134 9th Avenue",""
"Tomi Jazz","bar","","+1-646-497-1254","https://www.tomijazz.com/","","239 East 53rd Street",""
"Tooker Alley","bar","","+1-347-955-4743","https://tookeralley.com","","",""
"Torch & Crown Brewing Company","bar","","+1-212-228-7005","https://www.torchandcrown.com/","","12 Vandam Street","New York"
"Toshi's Penthouse","bar","","+1-212-673-2354","http://toshispenthouse.com","","9 West 26th Street","New York"
"Transmitter Brewing","bar","","+1-646-378-8529","https://www.transmitterbrewing.com","","",""
"Travel Bar","bar","","+1-718-858-2509","https://www.travelbarbrooklyn.com","","",""
"Treadwell Park","pub","","+1-212-832-1551","https://www.treadwellpark.com/location/upper-east-side/","","1125 1st Avenue",""
"Trees Lounge","bar","","","https://nitehawkcinema.com/prospectpark/trees-lounge/","","188 Prospect Park West",""
"Trinity Pub","pub","","+1 212-327-4450","https://trinitypubny.com/","trinitypubnyc","229 East 84th Street",""
"Triona's","pub","","+1-646-448-4671","https://east.trionasnyc.com","","",""
"Trix","bar","","+13475990702","http://www.trixnyc.com","","145 Bedford Avenue",""
"Tropix Bar & Lounge","pub","","","https://tropixnyc.com","","",""
"Troy","bar","","","https://www.troyliquorbar.com/","","675 Hudson Street","New York"
"Turnmill","pub","","+1-646-524-6060","https://www.turnmillnyc.com","","119 East 27th Street",""
"Two Doors Down","bar","","","https://twodoorsdown.nyc","","159 East Houston Street","New York"
"Two8Two Bar & Burger","pub","","+1-718-596-2282","https://two8twoburger.com","","",""
"Uncle Barry's","bar","","+1-718-622-4980","https://www.unclebarrys.com","","",""
"Union Street Pub","pub","","+1-347-715-6312","https://www.unionstreetpubbk.com","","829 Franklin Avenue",""
"Van Brunt Stillhouse Tasting Room","bar","","+1-718-887-6012","https://www.vanbruntstillhouse.com","","6 Bay Street","Brooklyn"
"Velvet Lounge","bar","","+1-718-302-4427","https://velvetbrooklyn.com/","","174 Broadway",""
"Verlaine","bar","","+1 212-614-2494","https://www.verlainenyc.com/","","110 Rivington Street","New York"
"VERS","bar","","","https://www.versnyc.com/","","714 9th Avenue","New York"
"Vessel Bar & Grill","bar","","+1-347-889-6036","https://vesselbarandgrill.com/","","895 Fulton Street","Brooklyn"
"Vida Verde","bar","","","https://vidaverdeny.com/","","248 West 55th Street",""
"Village Tavern","bar","","+1-212-741-1935","https://www.thevillagetavernnyc.com/","","46 Bedford Street",""
"Vin Sur Vingt","bar","","+1-646-922-7700","https://vsvwinebars.com/","","1140 Broadway",""
"Vin Sur Vingt","bar","","","https://www.vsvwinebars.com/location/vin-sur-vingt-wine-bar-upper-west-side/","","66 West 84th Street","New York"
"Vine","bar","","","https://www.vinebk.com","","81 Fleet Place",""
"Vol de Nuit","bar","","+1-212-982-3388","https://voldenuitbar.com/","","148 West 4th Street",""
"Von","bar","","+1-212-473-3039","https://vonbar.com","","3 Bleecker Street",""
"We Got Company","bar","","+1-718-490-7814","https://wegotcompany.bar/","","441 Metropolitan Avenue","Brooklyn"
"West Side Comedy Club","bar","","","https://www.westsidecomedyclub.com","","201 West 75th Street","New York"
"Whisk & Whiskey","bar","","+1-347-799-1639","https://www.whiskandwhiskeybklyn.com","","",""
"Whiskey Cellar","bar","","+1-917-214-0589","https://www.whiskeycellarnyc.com","","",""
"Whiskey Trader","pub","","","https://whiskeytradernyc.com/","","71 West 55th Street","New York"
"White Horse Tavern","pub","","+1-212-989-3956","https://whitehorsetavern1880.com/","","567 Hudson Street",""
"White Oak Tavern","bar","","+1-212-260-2604","https://www.whiteoakny.com/","","21 Waverly Place",""
"Whoopsie Daisy","bar","","","https://whoopsiedaisybk.com/","","225 Rogers Avenue","Brooklyn"
"Wicked Willy's","bar","","","http://www.wickedwillysny.com/","","149 Bleecker Street",""
"Wild East Brewing Company","bar","","+1-718-797-5135","https://www.wildeastbrewing.com","","623 Sackett Street",""
"Wilfie & Nell","pub","","+1-212-242-2990","https://www.wilfieandnell.com/","","228 West 4th Street","New York"
"Wined Up","bar","","+1-212-673-6333","https://winedupnyc.com","","913 Broadway","New York"
"Wing Bar","pub","","+1-718-237-2728","https://www.thewingbar.com/","","",""
"With Others","bar","","","https://www.withothersbrooklyn.com","","340 Bedford Avenue","Brooklyn"
"Wonderland Bar","bar","","+1-212-814-2943","https://wonderlandbarnyc.com","","",""
"Young Ethel's","bar","","+1-929-367-6469","https://www.youngethels.com","","",""
"Zagaya","bar","","+1-929-387-8338","https://www.zagayawinebar.com","","471 16th Street",""
"Zebra Lounge","bar","","+1-718-886-7366","http://www.z2nyc.com/","","136-11 38th Avenue","Flushing"
